date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:13:04	217653/217653	---MCZ	200	added ('OK')	application/json	date:Thu,%2014%20Mar%202024%2020:13:00%20GMT	https://pepekingprawn.vip/wp-json/	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-json/index.html	(from https://pepekingprawn.vip/)
21:13:04	75787/75787	---MCZ	200	added ('OK')	application/json	date:Thu,%2014%20Mar%202024%2020:13:00%20GMT	https://pepekingprawn.vip/wp-json/wp/v2/pages/2	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-json/wp/v2/pages/2.json	(from https://pepekingprawn.vip/)
21:13:05	2206/2206	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2014%20Mar%202024%2020:13:00%20GMT	https://pepekingprawn.vip/xmlrpc.php?rsd	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/xmlrpc0db0.php	(from https://pepekingprawn.vip/)
21:13:05	4387/4387	---MCZ	200	added ('OK')	application/json	date:Thu,%2014%20Mar%202024%2020:13:00%20GMT	https://pepekingprawn.vip/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpepekingprawn.vip%2F	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-json/oembed/1.0/embed638f.json	(from https://pepekingprawn.vip/)
21:13:05	4639/4639	---MCZ	200	added ('OK')	text/xml	date:Thu,%2014%20Mar%202024%2020:13:00%20GMT	https://pepekingprawn.vip/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpepekingprawn.vip%2F&format=xml	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-json/oembed/1.0/embed5c15	(from https://pepekingprawn.vip/)
21:13:05	2350/2350	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2023:29:45%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/cropped-pepe-king-icon-32x32.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/cropped-pepe-king-icon-32x32.png	(from https://pepekingprawn.vip/)
21:13:05	197812/197812	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2023:29:44%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/cropped-pepe-king-icon.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/cropped-pepe-king-icon.png	(from https://pepekingprawn.vip/)
21:13:06	41198/41198	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2023:29:45%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/cropped-pepe-king-icon-192x192.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/cropped-pepe-king-icon-192x192.png	(from https://pepekingprawn.vip/)
21:13:06	37048/37048	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2023:29:45%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/cropped-pepe-king-icon-180x180.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/cropped-pepe-king-icon-180x180.png	(from https://pepekingprawn.vip/)
21:13:06	115860/115860	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2023:31:00%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/pepe32-logo-new.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/pepe32-logo-new.png	(from https://pepekingprawn.vip/)
21:13:06	8418/8418	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2016:05:59%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/yt-overlay.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/yt-overlay.webp	(from https://pepekingprawn.vip/)
21:13:06	1256/1256	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2011:21:07%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/kucoin.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/kucoin.webp	(from https://pepekingprawn.vip/)
21:13:07	1138/1138	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2011:21:01%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/Binance.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/Binance.webp	(from https://pepekingprawn.vip/)
21:13:07	1298/1298	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2011:21:06%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/huobi.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/huobi.webp	(from https://pepekingprawn.vip/)
21:13:07	1502/1502	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2011:21:09%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/mexc.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/mexc.webp	(from https://pepekingprawn.vip/)
21:13:07	360/360	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2011:21:10%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/okx.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/okx.webp	(from https://pepekingprawn.vip/)
21:13:08	1702/1702	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2011:21:03%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/bitget.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/bitget.webp	(from https://pepekingprawn.vip/)
21:13:08	2554/2554	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Sep%202023%2009:28:41%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/app-ascendex-logo-29px.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/app-ascendex-logo-29px.png	(from https://pepekingprawn.vip/)
21:13:08	2158/2158	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2011:21:05%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/crypto-com.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/crypto-com.webp	(from https://pepekingprawn.vip/)
21:13:08	1474/1474	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2011:21:04%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/ByBit.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/ByBit.webp	(from https://pepekingprawn.vip/)
21:13:09	38011/38011	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2015:11:47%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/billhighlight-jpg.jpg	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/billhighlight-jpg.jpg	(from https://pepekingprawn.vip/)
21:13:09	88776/88776	---M--	200	added ('OK')	image/webp	date:Wed,%2006%20Sep%202023%2010:12:46%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/p3.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/p3.webp	(from https://pepekingprawn.vip/)
21:13:09	224426/224426	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Sep%202023%2010:12:42%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/pepes.jpg	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/pepes.jpg	(from https://pepekingprawn.vip/)
21:13:09	31444/31444	---M--	200	added ('OK')	image/webp	date:Wed,%2006%20Sep%202023%2010:12:43%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/p1.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/p1.webp	(from https://pepekingprawn.vip/)
21:13:09	28702/28702	---M--	200	added ('OK')	image/webp	date:Wed,%2006%20Sep%202023%2010:12:44%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/p2.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/p2.webp	(from https://pepekingprawn.vip/)
21:13:10	81456/81456	---M--	200	added ('OK')	image/webp	date:Wed,%2006%20Sep%202023%2010:12:48%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/p4.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/p4.webp	(from https://pepekingprawn.vip/)
21:13:10	175634/175634	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Sep%202023%2011:43:20%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/bobosearch.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/bobosearch.png	(from https://pepekingprawn.vip/)
21:13:10	46878/46878	---M--	200	added ('OK')	image/webp	date:Tue,%2005%20Sep%202023%2012:30:51%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/pepe-with-red-cap-btc.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/pepe-with-red-cap-btc.webp	(from https://pepekingprawn.vip/)
21:13:10	71929/71929	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Sep%202023%2009:37:27%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/logo-new.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/logo-new.png	(from https://pepekingprawn.vip/)
21:13:10	26682/26682	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2012:45:42%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/cryptowallet-139a.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/cryptowallet-139a.png	(from https://pepekingprawn.vip/)
21:13:11	25101/25101	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2012:45:05%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/ethereum-139px.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/ethereum-139px.png	(from https://pepekingprawn.vip/)
21:13:11	23820/23820	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2013:00:32%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/uniswap-139.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/uniswap-139.png	(from https://pepekingprawn.vip/)
21:13:12	59529/59529	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202024%2020:13:07%20GMT	https://pepekingprawn.vip/app.uniswap.org	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/app.uniswap.org	(from https://pepekingprawn.vip/)
21:13:12	10285/10285	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2013:30:19%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/transfer.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/transfer.png	(from https://pepekingprawn.vip/)
21:13:13	238122/238122	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2011:42:22%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/pepe1.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/pepe1.png	(from https://pepekingprawn.vip/)
21:13:13	118800/118800	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2013:20:44%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/pie-chart.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/pie-chart.png	(from https://pepekingprawn.vip/)
21:13:13	18606/18606	---M--	200	added ('OK')	image/webp	date:Mon,%2018%20Sep%202023%2011:27:08%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/gagaassault-700px.webp	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/gagaassault-700px.webp	(from https://pepekingprawn.vip/)
21:13:13	17576/17576	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Sep%202023%2011:43:21%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/muppetmatt.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/muppetmatt.png	(from https://pepekingprawn.vip/)
21:13:13	3468/3468	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2013:42:29%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/telegram.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/telegram.png	(from https://pepekingprawn.vip/)
21:13:13	4603/4603	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2017:54:50%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/x-logo.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/x-logo.png	(from https://pepekingprawn.vip/)
21:13:14	3905/3905	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2013:42:28%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/medium.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/medium.png	(from https://pepekingprawn.vip/)
21:13:14	4547/4547	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2017:53:22%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/dextools-logo.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/dextools-logo.png	(from https://pepekingprawn.vip/)
21:13:14	4350/4350	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Sep%202023%2009:42:06%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/email.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/email.png	(from https://pepekingprawn.vip/)
21:13:14	274307/274307	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/js/scripts.min.js?ver=4.22.1	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/js/scripts.min4bbe.js	(from https://pepekingprawn.vip/)
21:13:14	5713/5713	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2023%20Sep%202023%2009:29:00%20GMT	https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/js/smoothscroll.js?ver=1695461340	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/js/smoothscroll172e.js	(from https://pepekingprawn.vip/)
21:13:15	890/890	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2023%20Sep%202023%2009:29:00%20GMT	https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/core/admin/js/common.js?ver=1695461340	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/core/admin/js/common172e.js	(from https://pepekingprawn.vip/)
21:13:15	2451/2451	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2023%20Sep%202023%2009:29:00%20GMT	https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=1695461340	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids172e.js	(from https://pepekingprawn.vip/)
21:13:15	216882/216882	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2023%20Sep%202023%2009:29:00%20GMT	https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/sticky-elements.js?ver=1695461340	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/sticky-elements172e.js	(from https://pepekingprawn.vip/)
21:13:15	14794/14794	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Sep%202023%2009:04:51%20GMT	https://pepekingprawn.vip/wp-content/uploads/2023/09/crown2.png	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/uploads/2023/09/crown2.png	(from https://pepekingprawn.vip/)
21:13:16	9427/9427	---M--	200	added ('OK')	image/gif	date:Tue,%2005%20Sep%202023%2010:18:14%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:16	92564/92564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:16	92564/92564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot?	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/modules/all/modulesd41d.eot	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:16	92476/92476	---M--	200	added ('OK')	font/woff	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.woff	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.woff	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:17	92400/92400	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.ttf	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.ttf	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:17	301078/301078	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.svg	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.svg	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:17	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:17	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot?	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400d41d.eot	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:17	13548/13548	---M--	200	added ('OK')	font/woff2	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.woff2	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.woff2	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:18	16772/16772	---M--	200	added ('OK')	font/woff	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.woff	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.woff	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:18	34052/34052	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.ttf	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.ttf	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:18	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.svg	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.svg	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:18	204814/204814	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-solid-900.eot	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-solid-900.eot	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:19	204814/204814	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-solid-900.eot?	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-solid-900d41d.eot	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:19	80300/80300	---M--	200	added ('OK')	font/woff2	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-solid-900.woff2	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-solid-900.woff2	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
21:13:19	104280/104280	---M--	200	added ('OK')	font/woff	date:Tue,%2005%20Sep%202023%2010:18:13%20GMT	https://pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-solid-900.woff	C:/Users/dragonix/Documents/testtstcopy/pepekingprawn.vip/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-solid-900.woff	(from https://pepekingprawn.vip/wp-content/cache/min/1/wp-content/themes/Divi/style-static.min.css?ver=1695461340)
